,plain_dates,park_name,year,month,day,hour_rise,minute_rise,hour_set,minute_set,day_length
8,20170901,Anthony Chabot Regional Park,2017,9,1,6,38,19,38,46784
9,20170901,Briones,2017,9,1,6,38,19,38,46804
10,20170901,Garin Regional Park,2017,9,1,6,38,19,38,46768
11,20170901,Joseph D Grant County Park,2017,9,1,6,37,19,36,46735
12,20170901,Mt Diablo StatePark,2017,9,1,6,37,19,37,46797
13,20170901,Pleasanton Ridge Regional Park,2017,9,1,6,38,19,37,46766
14,20170901,Sunol,2017,9,1,6,37,19,37,46754
15,20170901,Tilden,2017,9,1,6,39,19,39,46799
16,20170902,Anthony Chabot Regional Park,2017,9,2,6,39,19,37,46644
17,20170902,Briones,2017,9,2,6,39,19,37,46664
18,20170902,Garin Regional Park,2017,9,2,6,39,19,36,46630
19,20170902,Joseph D Grant County Park,2017,9,2,6,38,19,34,46597
20,20170902,Mt Diablo StatePark,2017,9,2,6,38,19,36,46657
21,20170902,Pleasanton Ridge Regional Park,2017,9,2,6,38,19,36,46627
22,20170902,Sunol,2017,9,2,6,38,19,35,46616
23,20170902,Tilden,2017,9,2,6,40,19,37,46659
24,20170903,Anthony Chabot Regional Park,2017,9,3,6,40,19,35,46504
25,20170903,Briones,2017,9,3,6,40,19,35,46523
26,20170903,Garin Regional Park,2017,9,3,6,40,19,35,46490
27,20170903,Joseph D Grant County Park,2017,9,3,6,39,19,33,46459
28,20170903,Mt Diablo StatePark,2017,9,3,6,39,19,34,46517
29,20170903,Pleasanton Ridge Regional Park,2017,9,3,6,39,19,34,46488
30,20170903,Sunol,2017,9,3,6,39,19,34,46477
31,20170903,Tilden,2017,9,3,6,40,19,36,46518
32,20170904,Anthony Chabot Regional Park,2017,9,4,6,41,19,34,46364
33,20170904,Briones,2017,9,4,6,41,19,34,46381
34,20170904,Garin Regional Park,2017,9,4,6,41,19,33,46351
35,20170904,Joseph D Grant County Park,2017,9,4,6,40,19,32,46321
36,20170904,Mt Diablo StatePark,2017,9,4,6,40,19,33,46376
37,20170904,Pleasanton Ridge Regional Park,2017,9,4,6,40,19,33,46349
38,20170904,Sunol,2017,9,4,6,40,19,32,46338
39,20170904,Tilden,2017,9,4,6,41,19,34,46377
40,20170905,Anthony Chabot Regional Park,2017,9,5,6,42,19,32,46223
41,20170905,Briones,2017,9,5,6,42,19,32,46240
42,20170905,Garin Regional Park,2017,9,5,6,41,19,32,46211
43,20170905,Joseph D Grant County Park,2017,9,5,6,40,19,30,46183
44,20170905,Mt Diablo StatePark,2017,9,5,6,41,19,31,46234
45,20170905,Pleasanton Ridge Regional Park,2017,9,5,6,41,19,31,46209
46,20170905,Sunol,2017,9,5,6,41,19,31,46198
47,20170905,Tilden,2017,9,5,6,42,19,33,46236
48,20170906,Anthony Chabot Regional Park,2017,9,6,6,43,19,31,46082
49,20170906,Briones,2017,9,6,6,43,19,31,46098
50,20170906,Garin Regional Park,2017,9,6,6,42,19,30,46070
51,20170906,Joseph D Grant County Park,2017,9,6,6,41,19,29,46044
52,20170906,Mt Diablo StatePark,2017,9,6,6,42,19,30,46093
53,20170906,Pleasanton Ridge Regional Park,2017,9,6,6,42,19,30,46068
54,20170906,Sunol,2017,9,6,6,42,19,29,46059
55,20170906,Tilden,2017,9,6,6,43,19,31,46094
56,20170907,Anthony Chabot Regional Park,2017,9,7,6,43,19,29,45941
57,20170907,Briones,2017,9,7,6,43,19,29,45955
58,20170907,Garin Regional Park,2017,9,7,6,43,19,29,45929
59,20170907,Joseph D Grant County Park,2017,9,7,6,42,19,27,45904
60,20170907,Mt Diablo StatePark,2017,9,7,6,43,19,28,45951
61,20170907,Pleasanton Ridge Regional Park,2017,9,7,6,43,19,28,45928
62,20170907,Sunol,2017,9,7,6,42,19,28,45918
63,20170907,Tilden,2017,9,7,6,44,19,30,45952
64,20170908,Anthony Chabot Regional Park,2017,9,8,6,44,19,28,45799
65,20170908,Briones,2017,9,8,6,44,19,28,45813
66,20170908,Garin Regional Park,2017,9,8,6,44,19,27,45788
67,20170908,Joseph D Grant County Park,2017,9,8,6,43,19,26,45765
68,20170908,Mt Diablo StatePark,2017,9,8,6,43,19,27,45808
69,20170908,Pleasanton Ridge Regional Park,2017,9,8,6,43,19,27,45786
70,20170908,Sunol,2017,9,8,6,43,19,26,45778
71,20170908,Tilden,2017,9,8,6,45,19,28,45809
72,20170909,Anthony Chabot Regional Park,2017,9,9,6,45,19,26,45657
73,20170909,Briones,2017,9,9,6,45,19,26,45670
74,20170909,Garin Regional Park,2017,9,9,6,45,19,26,45647
75,20170909,Joseph D Grant County Park,2017,9,9,6,44,19,24,45625
76,20170909,Mt Diablo StatePark,2017,9,9,6,44,19,25,45665
77,20170909,Pleasanton Ridge Regional Park,2017,9,9,6,44,19,25,45645
78,20170909,Sunol,2017,9,9,6,44,19,25,45637
79,20170909,Tilden,2017,9,9,6,45,19,27,45666
80,20170910,Anthony Chabot Regional Park,2017,9,10,6,46,19,24,45514
81,20170910,Briones,2017,9,10,6,46,19,25,45526
82,20170910,Garin Regional Park,2017,9,10,6,46,19,24,45505
83,20170910,Joseph D Grant County Park,2017,9,10,6,44,19,23,45484
84,20170910,Mt Diablo StatePark,2017,9,10,6,45,19,24,45522
85,20170910,Pleasanton Ridge Regional Park,2017,9,10,6,45,19,23,45503
86,20170910,Sunol,2017,9,10,6,45,19,23,45496
87,20170910,Tilden,2017,9,10,6,46,19,25,45523
88,20170911,Anthony Chabot Regional Park,2017,9,11,6,47,19,23,45371
89,20170911,Briones,2017,9,11,6,47,19,23,45383
90,20170911,Garin Regional Park,2017,9,11,6,46,19,22,45363
91,20170911,Joseph D Grant County Park,2017,9,11,6,45,19,21,45344
92,20170911,Mt Diablo StatePark,2017,9,11,6,46,19,22,45379
93,20170911,Pleasanton Ridge Regional Park,2017,9,11,6,46,19,22,45361
94,20170911,Sunol,2017,9,11,6,46,19,22,45354
95,20170911,Tilden,2017,9,11,6,47,19,24,45380
96,20170912,Anthony Chabot Regional Park,2017,9,12,6,48,19,21,45228
97,20170912,Briones,2017,9,12,6,48,19,22,45239
98,20170912,Garin Regional Park,2017,9,12,6,47,19,21,45220
99,20170912,Joseph D Grant County Park,2017,9,12,6,46,19,19,45203
100,20170912,Mt Diablo StatePark,2017,9,12,6,47,19,21,45235
101,20170912,Pleasanton Ridge Regional Park,2017,9,12,6,47,19,20,45219
102,20170912,Sunol,2017,9,12,6,47,19,20,45213
103,20170912,Tilden,2017,9,12,6,48,19,22,45236
104,20170913,Anthony Chabot Regional Park,2017,9,13,6,48,19,20,45085
105,20170913,Briones,2017,9,13,6,48,19,20,45094
106,20170913,Garin Regional Park,2017,9,13,6,48,19,19,45078
107,20170913,Joseph D Grant County Park,2017,9,13,6,47,19,18,45062
108,20170913,Mt Diablo StatePark,2017,9,13,6,48,19,19,45091
109,20170913,Pleasanton Ridge Regional Park,2017,9,13,6,48,19,19,45077
110,20170913,Sunol,2017,9,13,6,47,19,19,45071
111,20170913,Tilden,2017,9,13,6,49,19,20,45092
112,20170914,Anthony Chabot Regional Park,2017,9,14,6,49,19,18,44941
113,20170914,Briones,2017,9,14,6,49,19,18,44950
114,20170914,Garin Regional Park,2017,9,14,6,49,19,18,44935
115,20170914,Joseph D Grant County Park,2017,9,14,6,48,19,16,44920
116,20170914,Mt Diablo StatePark,2017,9,14,6,48,19,18,44947
117,20170914,Pleasanton Ridge Regional Park,2017,9,14,6,48,19,17,44934
118,20170914,Sunol,2017,9,14,6,48,19,17,44928
119,20170914,Tilden,2017,9,14,6,50,19,19,44948
120,20170915,Anthony Chabot Regional Park,2017,9,15,6,50,19,17,44798
121,20170915,Briones,2017,9,15,6,50,19,17,44805
122,20170915,Garin Regional Park,2017,9,15,6,50,19,16,44792
123,20170915,Joseph D Grant County Park,2017,9,15,6,49,19,15,44779
124,20170915,Mt Diablo StatePark,2017,9,15,6,49,19,16,44803
125,20170915,Pleasanton Ridge Regional Park,2017,9,15,6,49,19,16,44791
126,20170915,Sunol,2017,9,15,6,49,19,15,44786
127,20170915,Tilden,2017,9,15,6,51,19,17,44803
128,20170916,Anthony Chabot Regional Park,2017,9,16,6,51,19,15,44654
129,20170916,Briones,2017,9,16,6,51,19,15,44661
130,20170916,Garin Regional Park,2017,9,16,6,51,19,15,44648
131,20170916,Joseph D Grant County Park,2017,9,16,6,49,19,13,44637
132,20170916,Mt Diablo StatePark,2017,9,16,6,50,19,14,44658
133,20170916,Pleasanton Ridge Regional Park,2017,9,16,6,50,19,14,44648
134,20170916,Sunol,2017,9,16,6,50,19,14,44643
135,20170916,Tilden,2017,9,16,6,51,19,16,44659
136,20170917,Anthony Chabot Regional Park,2017,9,17,6,52,19,14,44509
137,20170917,Briones,2017,9,17,6,52,19,14,44516
138,20170917,Garin Regional Park,2017,9,17,6,51,19,13,44505
139,20170917,Joseph D Grant County Park,2017,9,17,6,50,19,12,44495
140,20170917,Mt Diablo StatePark,2017,9,17,6,51,19,13,44514
141,20170917,Pleasanton Ridge Regional Park,2017,9,17,6,51,19,13,44504
142,20170917,Sunol,2017,9,17,6,51,19,12,44501
143,20170917,Tilden,2017,9,17,6,52,19,14,44514
144,20170918,Anthony Chabot Regional Park,2017,9,18,6,53,19,12,44365
145,20170918,Briones,2017,9,18,6,53,19,12,44370
146,20170918,Garin Regional Park,2017,9,18,6,52,19,12,44361
147,20170918,Joseph D Grant County Park,2017,9,18,6,51,19,10,44353
148,20170918,Mt Diablo StatePark,2017,9,18,6,52,19,11,44369
149,20170918,Pleasanton Ridge Regional Park,2017,9,18,6,52,19,11,44361
150,20170918,Sunol,2017,9,18,6,52,19,11,44358
151,20170918,Tilden,2017,9,18,6,53,19,13,44369
152,20170919,Anthony Chabot Regional Park,2017,9,19,6,54,19,11,44221
153,20170919,Briones,2017,9,19,6,54,19,11,44225
154,20170919,Garin Regional Park,2017,9,19,6,53,19,10,44218
155,20170919,Joseph D Grant County Park,2017,9,19,6,52,19,9,44210
156,20170919,Mt Diablo StatePark,2017,9,19,6,53,19,10,44224
157,20170919,Pleasanton Ridge Regional Park,2017,9,19,6,53,19,10,44217
158,20170919,Sunol,2017,9,19,6,52,19,9,44215
159,20170919,Tilden,2017,9,19,6,54,19,11,44224
160,20170920,Anthony Chabot Regional Park,2017,9,20,6,54,19,9,44076
161,20170920,Briones,2017,9,20,6,54,19,9,44080
162,20170920,Garin Regional Park,2017,9,20,6,54,19,9,44074
163,20170920,Joseph D Grant County Park,2017,9,20,6,53,19,7,44068
164,20170920,Mt Diablo StatePark,2017,9,20,6,54,19,8,44079
165,20170920,Pleasanton Ridge Regional Park,2017,9,20,6,53,19,8,44073
166,20170920,Sunol,2017,9,20,6,53,19,8,44071
167,20170920,Tilden,2017,9,20,6,55,19,9,44079
168,20170921,Anthony Chabot Regional Park,2017,9,21,6,55,19,7,43932
169,20170921,Briones,2017,9,21,6,55,19,8,43934
170,20170921,Garin Regional Park,2017,9,21,6,55,19,7,43930
171,20170921,Joseph D Grant County Park,2017,9,21,6,54,19,6,43926
172,20170921,Mt Diablo StatePark,2017,9,21,6,54,19,7,43933
173,20170921,Pleasanton Ridge Regional Park,2017,9,21,6,54,19,6,43929
174,20170921,Sunol,2017,9,21,6,54,19,6,43928
175,20170921,Tilden,2017,9,21,6,56,19,8,43933
176,20170922,Anthony Chabot Regional Park,2017,9,22,6,56,19,6,43787
177,20170922,Briones,2017,9,22,6,56,19,6,43788
178,20170922,Garin Regional Park,2017,9,22,6,56,19,5,43786
179,20170922,Joseph D Grant County Park,2017,9,22,6,54,19,4,43783
180,20170922,Mt Diablo StatePark,2017,9,22,6,55,19,5,43788
181,20170922,Pleasanton Ridge Regional Park,2017,9,22,6,55,19,5,43786
182,20170922,Sunol,2017,9,22,6,55,19,5,43785
183,20170922,Tilden,2017,9,22,6,57,19,6,43788
184,20170923,Anthony Chabot Regional Park,2017,9,23,6,57,19,4,43642
185,20170923,Briones,2017,9,23,6,57,19,4,43643
186,20170923,Garin Regional Park,2017,9,23,6,57,19,4,43642
187,20170923,Joseph D Grant County Park,2017,9,23,6,55,19,3,43641
188,20170923,Mt Diablo StatePark,2017,9,23,6,56,19,4,43643
189,20170923,Pleasanton Ridge Regional Park,2017,9,23,6,56,19,3,43642
190,20170923,Sunol,2017,9,23,6,56,19,3,43641
191,20170923,Tilden,2017,9,23,6,57,19,5,43643
192,20170924,Anthony Chabot Regional Park,2017,9,24,6,58,19,3,43497
193,20170924,Briones,2017,9,24,6,58,19,3,43497
194,20170924,Garin Regional Park,2017,9,24,6,57,19,2,43497
195,20170924,Joseph D Grant County Park,2017,9,24,6,56,19,1,43498
196,20170924,Mt Diablo StatePark,2017,9,24,6,57,19,2,43497
197,20170924,Pleasanton Ridge Regional Park,2017,9,24,6,57,19,2,43498
198,20170924,Sunol,2017,9,24,6,57,19,2,43498
199,20170924,Tilden,2017,9,24,6,58,19,3,43497
200,20170925,Anthony Chabot Regional Park,2017,9,25,6,59,19,1,43352
201,20170925,Briones,2017,9,25,6,59,19,1,43351
202,20170925,Garin Regional Park,2017,9,25,6,58,19,1,43353
203,20170925,Joseph D Grant County Park,2017,9,25,6,57,18,59,43355
204,20170925,Mt Diablo StatePark,2017,9,25,6,58,19,0,43352
205,20170925,Pleasanton Ridge Regional Park,2017,9,25,6,58,19,0,43353
206,20170925,Sunol,2017,9,25,6,57,19,0,43354
207,20170925,Tilden,2017,9,25,6,59,19,2,43352
208,20170926,Anthony Chabot Regional Park,2017,9,26,7,0,19,0,43208
209,20170926,Briones,2017,9,26,7,0,19,0,43206
210,20170926,Garin Regional Park,2017,9,26,6,59,18,59,43209
211,20170926,Joseph D Grant County Park,2017,9,26,6,58,18,58,43213
212,20170926,Mt Diablo StatePark,2017,9,26,6,59,18,59,43206
213,20170926,Pleasanton Ridge Regional Park,2017,9,26,6,59,18,59,43209
214,20170926,Sunol,2017,9,26,6,58,18,59,43211
215,20170926,Tilden,2017,9,26,7,0,19,0,43206
216,20170927,Anthony Chabot Regional Park,2017,9,27,7,0,18,58,43063
217,20170927,Briones,2017,9,27,7,0,18,58,43060
218,20170927,Garin Regional Park,2017,9,27,7,0,18,58,43065
219,20170927,Joseph D Grant County Park,2017,9,27,6,59,18,56,43070
220,20170927,Mt Diablo StatePark,2017,9,27,7,0,18,57,43061
221,20170927,Pleasanton Ridge Regional Park,2017,9,27,6,59,18,57,43065
222,20170927,Sunol,2017,9,27,6,59,18,57,43067
223,20170927,Tilden,2017,9,27,7,1,18,59,43061
224,20170928,Anthony Chabot Regional Park,2017,9,28,7,1,18,57,42918
225,20170928,Briones,2017,9,28,7,1,18,57,42914
226,20170928,Garin Regional Park,2017,9,28,7,1,18,56,42921
227,20170928,Joseph D Grant County Park,2017,9,28,6,59,18,55,42927
228,20170928,Mt Diablo StatePark,2017,9,28,7,1,18,56,42916
229,20170928,Pleasanton Ridge Regional Park,2017,9,28,7,0,18,56,42921
230,20170928,Sunol,2017,9,28,7,0,18,55,42924
231,20170928,Tilden,2017,9,28,7,2,18,57,42915
232,20170929,Anthony Chabot Regional Park,2017,9,29,7,2,18,55,42773
233,20170929,Briones,2017,9,29,7,2,18,55,42769
234,20170929,Garin Regional Park,2017,9,29,7,2,18,55,42777
235,20170929,Joseph D Grant County Park,2017,9,29,7,0,18,53,42785
236,20170929,Mt Diablo StatePark,2017,9,29,7,1,18,54,42770
237,20170929,Pleasanton Ridge Regional Park,2017,9,29,7,1,18,54,42777
238,20170929,Sunol,2017,9,29,7,1,18,54,42780
239,20170929,Tilden,2017,9,29,7,3,18,55,42770
240,20170930,Anthony Chabot Regional Park,2017,9,30,7,3,18,53,42629
241,20170930,Briones,2017,9,30,7,3,18,54,42623
242,20170930,Garin Regional Park,2017,9,30,7,3,18,53,42633
243,20170930,Joseph D Grant County Park,2017,9,30,7,1,18,52,42642
244,20170930,Mt Diablo StatePark,2017,9,30,7,2,18,53,42625
245,20170930,Pleasanton Ridge Regional Park,2017,9,30,7,2,18,53,42634
246,20170930,Sunol,2017,9,30,7,2,18,52,42637
247,20170930,Tilden,2017,9,30,7,4,18,54,42624
248,20171001,Anthony Chabot Regional Park,2017,10,1,7,4,18,52,42484
249,20171001,Briones,2017,10,1,7,4,18,52,42478
250,20171001,Garin Regional Park,2017,10,1,7,3,18,52,42489
251,20171001,Joseph D Grant County Park,2017,10,1,7,2,18,50,42500
252,20171001,Mt Diablo StatePark,2017,10,1,7,3,18,51,42480
253,20171001,Pleasanton Ridge Regional Park,2017,10,1,7,3,18,51,42490
254,20171001,Sunol,2017,10,1,7,3,18,51,42494
255,20171001,Tilden,2017,10,1,7,4,18,52,42479
256,20171002,Anthony Chabot Regional Park,2017,10,2,7,5,18,50,42340
257,20171002,Briones,2017,10,2,7,5,18,50,42332
258,20171002,Garin Regional Park,2017,10,2,7,4,18,50,42345
259,20171002,Joseph D Grant County Park,2017,10,2,7,3,18,49,42358
260,20171002,Mt Diablo StatePark,2017,10,2,7,4,18,50,42335
261,20171002,Pleasanton Ridge Regional Park,2017,10,2,7,4,18,50,42346
262,20171002,Sunol,2017,10,2,7,4,18,49,42351
263,20171002,Tilden,2017,10,2,7,5,18,51,42334
264,20171003,Anthony Chabot Regional Park,2017,10,3,7,6,18,49,42195
265,20171003,Briones,2017,10,3,7,6,18,49,42187
266,20171003,Garin Regional Park,2017,10,3,7,5,18,49,42202
267,20171003,Joseph D Grant County Park,2017,10,3,7,4,18,47,42215
268,20171003,Mt Diablo StatePark,2017,10,3,7,5,18,48,42190
269,20171003,Pleasanton Ridge Regional Park,2017,10,3,7,5,18,48,42203
270,20171003,Sunol,2017,10,3,7,4,18,48,42208
271,20171003,Tilden,2017,10,3,7,6,18,49,42189
272,20171004,Anthony Chabot Regional Park,2017,10,4,7,7,18,47,42051
273,20171004,Briones,2017,10,4,7,7,18,47,42042
274,20171004,Garin Regional Park,2017,10,4,7,6,18,47,42058
275,20171004,Joseph D Grant County Park,2017,10,4,7,5,18,46,42073
276,20171004,Mt Diablo StatePark,2017,10,4,7,6,18,47,42045
277,20171004,Pleasanton Ridge Regional Park,2017,10,4,7,6,18,47,42059
278,20171004,Sunol,2017,10,4,7,5,18,46,42065
279,20171004,Tilden,2017,10,4,7,7,18,48,42044
280,20171005,Anthony Chabot Regional Park,2017,10,5,7,7,18,46,41907
281,20171005,Briones,2017,10,5,7,8,18,46,41897
282,20171005,Garin Regional Park,2017,10,5,7,7,18,46,41915
283,20171005,Joseph D Grant County Park,2017,10,5,7,6,18,44,41932
284,20171005,Mt Diablo StatePark,2017,10,5,7,7,18,45,41901
285,20171005,Pleasanton Ridge Regional Park,2017,10,5,7,6,18,45,41916
286,20171005,Sunol,2017,10,5,7,6,18,45,41922
287,20171005,Tilden,2017,10,5,7,8,18,46,41899
288,20171006,Anthony Chabot Regional Park,2017,10,6,7,8,18,44,41763
289,20171006,Briones,2017,10,6,7,9,18,44,41752
290,20171006,Garin Regional Park,2017,10,6,7,8,18,44,41772
291,20171006,Joseph D Grant County Park,2017,10,6,7,6,18,43,41790
292,20171006,Mt Diablo StatePark,2017,10,6,7,8,18,44,41756
293,20171006,Pleasanton Ridge Regional Park,2017,10,6,7,7,18,44,41773
294,20171006,Sunol,2017,10,6,7,7,18,43,41780
295,20171006,Tilden,2017,10,6,7,9,18,45,41755
296,20171007,Anthony Chabot Regional Park,2017,10,7,7,9,18,43,41620
297,20171007,Briones,2017,10,7,7,9,18,43,41608
298,20171007,Garin Regional Park,2017,10,7,7,9,18,43,41629
299,20171007,Joseph D Grant County Park,2017,10,7,7,7,18,41,41649
300,20171007,Mt Diablo StatePark,2017,10,7,7,9,18,42,41612
301,20171007,Pleasanton Ridge Regional Park,2017,10,7,7,8,18,42,41630
302,20171007,Sunol,2017,10,7,7,8,18,42,41637
303,20171007,Tilden,2017,10,7,7,10,18,43,41611
304,20171008,Anthony Chabot Regional Park,2017,10,8,7,10,18,41,41476
305,20171008,Briones,2017,10,8,7,10,18,41,41464
306,20171008,Garin Regional Park,2017,10,8,7,10,18,41,41486
307,20171008,Joseph D Grant County Park,2017,10,8,7,8,18,40,41507
308,20171008,Mt Diablo StatePark,2017,10,8,7,9,18,41,41468
309,20171008,Pleasanton Ridge Regional Park,2017,10,8,7,9,18,41,41487
310,20171008,Sunol,2017,10,8,7,9,18,40,41495
311,20171008,Tilden,2017,10,8,7,11,18,42,41467
312,20171009,Anthony Chabot Regional Park,2017,10,9,7,11,18,40,41333
313,20171009,Briones,2017,10,9,7,11,18,40,41320
314,20171009,Garin Regional Park,2017,10,9,7,11,18,40,41343
315,20171009,Joseph D Grant County Park,2017,10,9,7,9,18,39,41366
316,20171009,Mt Diablo StatePark,2017,10,9,7,10,18,39,41324
317,20171009,Pleasanton Ridge Regional Park,2017,10,9,7,10,18,39,41345
318,20171009,Sunol,2017,10,9,7,10,18,39,41353
319,20171009,Tilden,2017,10,9,7,12,18,40,41323
320,20171010,Anthony Chabot Regional Park,2017,10,10,7,12,18,39,41190
321,20171010,Briones,2017,10,10,7,12,18,38,41176
322,20171010,Garin Regional Park,2017,10,10,7,12,18,38,41201
323,20171010,Joseph D Grant County Park,2017,10,10,7,10,18,37,41226
324,20171010,Mt Diablo StatePark,2017,10,10,7,11,18,38,41181
325,20171010,Pleasanton Ridge Regional Park,2017,10,10,7,11,18,38,41203
326,20171010,Sunol,2017,10,10,7,11,18,38,41212
327,20171010,Tilden,2017,10,10,7,13,18,39,41179
328,20171011,Anthony Chabot Regional Park,2017,10,11,7,13,18,37,41048
329,20171011,Briones,2017,10,11,7,13,18,37,41032
330,20171011,Garin Regional Park,2017,10,11,7,12,18,37,41059
331,20171011,Joseph D Grant County Park,2017,10,11,7,11,18,36,41085
332,20171011,Mt Diablo StatePark,2017,10,11,7,12,18,36,41037
333,20171011,Pleasanton Ridge Regional Park,2017,10,11,7,12,18,36,41061
334,20171011,Sunol,2017,10,11,7,12,18,36,41070
335,20171011,Tilden,2017,10,11,7,14,18,37,41036
336,20171012,Anthony Chabot Regional Park,2017,10,12,7,14,18,36,40905
337,20171012,Briones,2017,10,12,7,14,18,36,40889
338,20171012,Garin Regional Park,2017,10,12,7,13,18,35,40918
339,20171012,Joseph D Grant County Park,2017,10,12,7,12,18,34,40945
340,20171012,Mt Diablo StatePark,2017,10,12,7,13,18,35,40895
341,20171012,Pleasanton Ridge Regional Park,2017,10,12,7,13,18,35,40920
342,20171012,Sunol,2017,10,12,7,13,18,35,40930
343,20171012,Tilden,2017,10,12,7,14,18,36,40893
344,20171013,Anthony Chabot Regional Park,2017,10,13,7,15,18,34,40763
345,20171013,Briones,2017,10,13,7,15,18,34,40746
346,20171013,Garin Regional Park,2017,10,13,7,14,18,34,40776
347,20171013,Joseph D Grant County Park,2017,10,13,7,13,18,33,40805
348,20171013,Mt Diablo StatePark,2017,10,13,7,14,18,33,40752
349,20171013,Pleasanton Ridge Regional Park,2017,10,13,7,14,18,33,40778
350,20171013,Sunol,2017,10,13,7,13,18,33,40789
351,20171013,Tilden,2017,10,13,7,15,18,35,40750
352,20171014,Anthony Chabot Regional Park,2017,10,14,7,16,18,33,40622
353,20171014,Briones,2017,10,14,7,16,18,33,40604
354,20171014,Garin Regional Park,2017,10,14,7,15,18,33,40635
355,20171014,Joseph D Grant County Park,2017,10,14,7,14,18,31,40666
356,20171014,Mt Diablo StatePark,2017,10,14,7,15,18,32,40610
357,20171014,Pleasanton Ridge Regional Park,2017,10,14,7,15,18,32,40638
358,20171014,Sunol,2017,10,14,7,14,18,32,40649
359,20171014,Tilden,2017,10,14,7,16,18,33,40608
360,20171015,Anthony Chabot Regional Park,2017,10,15,7,17,18,31,40481
361,20171015,Briones,2017,10,15,7,17,18,31,40462
362,20171015,Garin Regional Park,2017,10,15,7,16,18,31,40495
363,20171015,Joseph D Grant County Park,2017,10,15,7,15,18,30,40527
364,20171015,Mt Diablo StatePark,2017,10,15,7,16,18,31,40468
365,20171015,Pleasanton Ridge Regional Park,2017,10,15,7,16,18,31,40497
366,20171015,Sunol,2017,10,15,7,15,18,30,40509
367,20171015,Tilden,2017,10,15,7,17,18,32,40466
368,20171016,Anthony Chabot Regional Park,2017,10,16,7,18,18,30,40340
369,20171016,Briones,2017,10,16,7,18,18,30,40320
370,20171016,Garin Regional Park,2017,10,16,7,17,18,30,40355
371,20171016,Joseph D Grant County Park,2017,10,16,7,16,18,29,40388
372,20171016,Mt Diablo StatePark,2017,10,16,7,17,18,29,40327
373,20171016,Pleasanton Ridge Regional Park,2017,10,16,7,17,18,29,40357
374,20171016,Sunol,2017,10,16,7,16,18,29,40369
375,20171016,Tilden,2017,10,16,7,18,18,30,40325
376,20171017,Anthony Chabot Regional Park,2017,10,17,7,19,18,29,40200
377,20171017,Briones,2017,10,17,7,19,18,29,40179
378,20171017,Garin Regional Park,2017,10,17,7,18,18,28,40215
379,20171017,Joseph D Grant County Park,2017,10,17,7,16,18,27,40250
380,20171017,Mt Diablo StatePark,2017,10,17,7,18,18,28,40186
381,20171017,Pleasanton Ridge Regional Park,2017,10,17,7,18,18,28,40218
382,20171017,Sunol,2017,10,17,7,17,18,28,40230
383,20171017,Tilden,2017,10,17,7,19,18,29,40184
384,20171018,Anthony Chabot Regional Park,2017,10,18,7,20,18,27,40060
385,20171018,Briones,2017,10,18,7,20,18,27,40038
386,20171018,Garin Regional Park,2017,10,18,7,19,18,27,40076
387,20171018,Joseph D Grant County Park,2017,10,18,7,17,18,26,40112
388,20171018,Mt Diablo StatePark,2017,10,18,7,19,18,26,40046
389,20171018,Pleasanton Ridge Regional Park,2017,10,18,7,19,18,26,40079
390,20171018,Sunol,2017,10,18,7,18,18,26,40092
391,20171018,Tilden,2017,10,18,7,20,18,28,40044
392,20171019,Anthony Chabot Regional Park,2017,10,19,7,21,18,26,39921
393,20171019,Briones,2017,10,19,7,21,18,26,39898
394,20171019,Garin Regional Park,2017,10,19,7,20,18,26,39938
395,20171019,Joseph D Grant County Park,2017,10,19,7,18,18,25,39975
396,20171019,Mt Diablo StatePark,2017,10,19,7,20,18,25,39906
397,20171019,Pleasanton Ridge Regional Park,2017,10,19,7,19,18,25,39940
398,20171019,Sunol,2017,10,19,7,19,18,25,39954
399,20171019,Tilden,2017,10,19,7,21,18,26,39904
400,20171020,Anthony Chabot Regional Park,2017,10,20,7,22,18,25,39782
401,20171020,Briones,2017,10,20,7,22,18,24,39759
402,20171020,Garin Regional Park,2017,10,20,7,21,18,24,39800
403,20171020,Joseph D Grant County Park,2017,10,20,7,19,18,23,39839
404,20171020,Mt Diablo StatePark,2017,10,20,7,21,18,24,39767
405,20171020,Pleasanton Ridge Regional Park,2017,10,20,7,20,18,24,39802
406,20171020,Sunol,2017,10,20,7,20,18,24,39817
407,20171020,Tilden,2017,10,20,7,22,18,25,39764
408,20171021,Anthony Chabot Regional Park,2017,10,21,7,23,18,23,39644
409,20171021,Briones,2017,10,21,7,23,18,23,39620
410,20171021,Garin Regional Park,2017,10,21,7,22,18,23,39662
411,20171021,Joseph D Grant County Park,2017,10,21,7,20,18,22,39703
412,20171021,Mt Diablo StatePark,2017,10,21,7,22,18,22,39628
413,20171021,Pleasanton Ridge Regional Park,2017,10,21,7,21,18,23,39665
414,20171021,Sunol,2017,10,21,7,21,18,22,39680
415,20171021,Tilden,2017,10,21,7,23,18,24,39626
416,20171022,Anthony Chabot Regional Park,2017,10,22,7,24,18,22,39506
417,20171022,Briones,2017,10,22,7,24,18,22,39481
418,20171022,Garin Regional Park,2017,10,22,7,23,18,22,39525
419,20171022,Joseph D Grant County Park,2017,10,22,7,21,18,21,39567
420,20171022,Mt Diablo StatePark,2017,10,22,7,23,18,21,39490
421,20171022,Pleasanton Ridge Regional Park,2017,10,22,7,22,18,21,39528
