,id,park,plain_dates,genus_species,url,image_url,hyperlink,status
10716,29012938,Tilden,20190712,Cirsium vulgare,https://www.inaturalist.org/observations/29012938,https://inaturalist-open-data.s3.amazonaws.com/photos/45190451/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/45190451/medium.jpeg,6
10754,30351106,Tilden,20190805,Cirsium vulgare,https://www.inaturalist.org/observations/30351106,https://static.inaturalist.org/photos/47414556/medium.jpg,https://static.inaturalist.org/photos/47414556/medium.jpg,1
10764,31017547,Tilden,20190817,Cirsium vulgare,https://www.inaturalist.org/observations/31017547,https://static.inaturalist.org/photos/48500621/medium.jpg,https://static.inaturalist.org/photos/48500621/medium.jpg,1
10768,31213736,Tilden,20190820,Cirsium vulgare,https://www.inaturalist.org/observations/31213736,https://static.inaturalist.org/photos/48831666/medium.jpg,https://static.inaturalist.org/photos/48831666/medium.jpg,1
10770,31272896,Tilden,20190821,Cirsium vulgare,https://www.inaturalist.org/observations/31272896,https://inaturalist-open-data.s3.amazonaws.com/photos/48932257/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/48932257/medium.jpg,1
10792,32559178,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32559178,https://inaturalist-open-data.s3.amazonaws.com/photos/51077461/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/51077461/medium.jpg,1
10795,32560092,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32560092,https://inaturalist-open-data.s3.amazonaws.com/photos/51079424/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/51079424/medium.jpg,1
10797,32560511,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32560511,https://inaturalist-open-data.s3.amazonaws.com/photos/51079817/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/51079817/medium.jpeg,1
10798,32561088,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32561088,https://inaturalist-open-data.s3.amazonaws.com/photos/51081851/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/51081851/medium.jpeg,1
10799,32561305,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32561305,https://inaturalist-open-data.s3.amazonaws.com/photos/51081308/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/51081308/medium.jpeg,1
10800,32561310,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32561310,https://inaturalist-open-data.s3.amazonaws.com/photos/51079757/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/51079757/medium.jpg,1
10802,32561348,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32561348,https://inaturalist-open-data.s3.amazonaws.com/photos/51081774/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/51081774/medium.jpg,1
10804,32561466,Tilden,20190907,Cirsium vulgare,https://www.inaturalist.org/observations/32561466,https://inaturalist-open-data.s3.amazonaws.com/photos/51077566/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/51077566/medium.jpg,1
10818,33457890,Tilden,20190925,Cirsium vulgare,https://www.inaturalist.org/observations/33457890,https://static.inaturalist.org/photos/52649534/medium.jpg,https://static.inaturalist.org/photos/52649534/medium.jpg,5
10876,37169178,Tilden,20200101,Cirsium vulgare,https://www.inaturalist.org/observations/37169178,https://inaturalist-open-data.s3.amazonaws.com/photos/58878437/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/58878437/medium.jpg,1
10928,42789710,Tilden,20200421,Cirsium vulgare,https://www.inaturalist.org/observations/42789710,https://inaturalist-open-data.s3.amazonaws.com/photos/67952856/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/67952856/medium.jpg,1
11062,69658138,Tilden,20200711,Cirsium vulgare,https://www.inaturalist.org/observations/69658138,https://inaturalist-open-data.s3.amazonaws.com/photos/113075385/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/113075385/medium.jpeg,1
11064,53022479,Tilden,20200713,Cirsium vulgare,https://www.inaturalist.org/observations/53022479,https://inaturalist-open-data.s3.amazonaws.com/photos/84316888/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/84316888/medium.jpg,2
11065,53022493,Tilden,20200713,Cirsium vulgare,https://www.inaturalist.org/observations/53022493,https://inaturalist-open-data.s3.amazonaws.com/photos/84316930/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/84316930/medium.jpg,2
11073,53539790,Tilden,20200718,Cirsium vulgare,https://www.inaturalist.org/observations/53539790,https://static.inaturalist.org/photos/85159492/medium.jpg,https://static.inaturalist.org/photos/85159492/medium.jpg,1
11083,55183063,Tilden,20200802,Cirsium vulgare,https://www.inaturalist.org/observations/55183063,https://inaturalist-open-data.s3.amazonaws.com/photos/87850269/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/87850269/medium.jpeg,1
11084,55183412,Tilden,20200802,Cirsium vulgare,https://www.inaturalist.org/observations/55183412,https://inaturalist-open-data.s3.amazonaws.com/photos/87850823/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/87850823/medium.jpeg,1
11122,55949912,Tilden,20200809,Cirsium vulgare,https://www.inaturalist.org/observations/55949912,https://static.inaturalist.org/photos/89207886/medium.jpg,https://static.inaturalist.org/photos/89207886/medium.jpg,1
11158,61266231,Tilden,20200929,Cirsium vulgare,https://www.inaturalist.org/observations/61266231,https://inaturalist-open-data.s3.amazonaws.com/photos/98018979/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/98018979/medium.jpeg,1
11165,61545795,Tilden,20201002,Cirsium vulgare,https://www.inaturalist.org/observations/61545795,https://inaturalist-open-data.s3.amazonaws.com/photos/98499964/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/98499964/medium.jpg,1
11182,61824431,Tilden,20201005,Cirsium vulgare,https://www.inaturalist.org/observations/61824431,https://inaturalist-open-data.s3.amazonaws.com/photos/98977323/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/98977323/medium.jpg,1
11208,65127534,Tilden,20201117,Cirsium vulgare,https://www.inaturalist.org/observations/65127534,https://inaturalist-open-data.s3.amazonaws.com/photos/104789312/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/104789312/medium.jpg,1
11225,66003161,Tilden,20201130,Cirsium vulgare,https://www.inaturalist.org/observations/66003161,https://inaturalist-open-data.s3.amazonaws.com/photos/106311174/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/106311174/medium.jpg,5
11228,66394005,Tilden,20201210,Dipsacus sativus,https://www.inaturalist.org/observations/66394005,https://inaturalist-open-data.s3.amazonaws.com/photos/107022750/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/107022750/medium.jpg,1
11238,67926531,Tilden,20210111,Cirsium vulgare,https://www.inaturalist.org/observations/67926531,https://inaturalist-open-data.s3.amazonaws.com/photos/109944437/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/109944437/medium.jpg,6
11499,84242019,Tilden,20210623,Cirsium vulgare,https://www.inaturalist.org/observations/84242019,https://inaturalist-open-data.s3.amazonaws.com/photos/138437232/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/138437232/medium.jpg,2
11529,86242795,Tilden,20210708,Cirsium vulgare,https://www.inaturalist.org/observations/86242795,https://static.inaturalist.org/photos/142044625/medium.jpg,https://static.inaturalist.org/photos/142044625/medium.jpg,1
11537,87032577,Tilden,20210714,Cirsium vulgare,https://www.inaturalist.org/observations/87032577,https://static.inaturalist.org/photos/143474353/medium.jpg,https://static.inaturalist.org/photos/143474353/medium.jpg,1
11545,88571272,Tilden,20210725,Cirsium vulgare,https://www.inaturalist.org/observations/88571272,https://inaturalist-open-data.s3.amazonaws.com/photos/146490857/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/146490857/medium.jpg,1
